"chunks","time","diff"
"light without warmth.","1767978659128","1"
"“And who has filled your head with all this nonsense?”","1767978659128","1"
"the yacht instantly put out to sea.","1767978659128","1"
"possibly clear up his doubts.","1767978659128","1"
"that personage, and his receiving, in place of the packet brought, a","1767978659128","1"
"happiness.","1767978659128","1"
"“Well, what is it?”","1767978659128","1"
"exposed to the meridional rays of a burning sun, with no other","1767978659128","1"
"“Yes, since you have such a good memory.”","1767978659128","1"
"could provide was heaped in vases from China and jars from Japan. Rare","1767978659128","1"
"He drew back the bolt of his door, and almost directly an old lady","1767978659128","1"
"seemed to redouble their power, the horizon continued to expand; but it","1767978659128","1"
"the name of Haydée anywhere but in Byron’s poems?”","1767978659128","1"
"what might happen.","1767978659128","1"
"imagination. Yes, you are at once from Provence and Spain; that","1767978659128","1"
"be seeking in the skies.","1767978659128","1"
"The jailer brought him his breakfast. Dantès raised himself up and","1767978659128","1"
"particular, and to my equal surprise, he seemed to place entire belief","1767978659128","1"
"“It expresses my meaning, and that is all I want. Well, three days","1767978659128","1"
"what I—sabring right and left among the Bedouins—can have done to merit","1767978659128","1"
"to pacify that country.”","1767978659128","1"
"high regard for me, applied to me a short time since to procure him a","1767978659128","1"
"40010m","1767978659128","1"
"or eight hundred piastres were wanting to them both to make up the sum","1767978659128","1"
"generally the indulgent man disappeared to give place to the brutal","1767978659128","1"
"the attention,—it was his pale complexion, his waving black hair, his","1767978659128","1"
"without an order from M. d’Avrigny, or without speaking to the","1767978659128","1"
"meeting wept also.”","1767978659128","1"
"“I dare not write to his majesty.”","1767978659128","1"
"therefore, is easily accounted for. However, you will be better","1767978659128","1"
"incomprehensible man. Madame Danglars had started when Villefort, on","1767978659128","1"
"subject, and adopt the middle course of delay, which implies neither a","1767978659128","1"
"“That is not for me to say; but we are now about to mix in society—to","1767978659128","1"
"“Had you not a meeting with my son this morning?” asked the general.","1767978659128","1"
"“For Andrea Rondolo?” asked Franz.","1767978659128","1"
"distinguish his features, from his being either wrapped in his mantle","1767978659128","1"
"“Sterlets,” said Château-Renaud, “are only found in the Volga.”","1767978659128","1"
"tell me nothing, and I departed. Our expedition lasted nearly six","1767978659128","1"
"“But you have discarded your titles after the example set you by","1767978659128","1"
"the virtues of a daughter and wife. Count, to possess Valentine would","1767978659128","1"
"return, in order to be able to purchase them.”","1767978659128","1"
"impressions; perhaps, with regard to you, they are immaterial, but I","1767978659128","1"
"“Yes.”","1767978659128","1"
"about fifty thousand francs in bank-notes, burned several papers, left","1767978659128","1"
"journey will be your salvation.”","1767978659128","1"
"Macello.” Franz felt a shudder run through his veins at observing that","1767978659128","1"
"expressed by the man walking behind him, who pushed him so rudely that","1767978659128","1"
"employed,—Faria, that he might not see himself grow old; Dantès, for","1767978659128","1"
"“It is nothing.”","1767978659128","1"
"between Nice and Fréjus, urged Dantès to try and rise. Edmond made","1767978659128","1"
"“Now what are we to do with you?” said the captain.","1767978659128","1"
"for recrimination, so he assumed his most agreeable manner and said","1767978659128","1"
"“Oh, if you do know him,” cried Julie, “can you tell us where he","1767978659128","1"
"“I should think so,—a horse that cost 5,000 francs!” said Monte Cristo,","1767978659128","1"
"fire was lighted by the discreet servant, who had the superintendence","1767978659128","1"
"want that begins with N? Na—Ne—Ni—No——”","1767978659128","1"
"he reposed great confidence—resolved to retire to the asylum which he","1767978659128","1"
"“Don’t mention it.” The major drew an armchair towards him, and","1767978659128","1"
"perspiration rolls from your forehead.” Morrel fell into a chair.","1767978659128","1"
"to her, smiled in the face of those who were soon to become her","1767978659128","1"
"made me rich and happy. Believe me, and take comfort, this is better","1767978659128","1"
"whether to make any allusion to the past, or wait until he had more","1767978659128","1"
"A man was hidden in Lafitte’s banking-house, behind one of the little","1767978659128","1"
"dead, alas! I imagined your dead body buried at the foot of some gloomy","1767978659128","1"
"place myself entirely at your orders, that is, to present, or make my","1767978659128","1"
"“Suddenly we heard loud cries; and, listening, discerned that they were","1767978659128","1"
"francs. I will take the five scraps of paper that I now hold as bonds,","1767978659128","1"
"dying of hunger.","1767978659128","1"
"peculiarly susceptible to the odors even of flowers—nay, there are some","1767978659128","1"
"possibly could concerning his host. He turned towards the sailor, who,","1767978659128","1"
"“What,” said the notary, “do you not intend making Mademoiselle","1767978659128","1"
"The brigadier, followed by the commissary, disappeared by the inside","1767978659128","1"
"reigned throughout the house.","1767978659128","1"
"“I never give more than four per cent, and generally only three and a","1767978659128","1"
"overthrown. Then who reigns in France at this moment—Napoleon II.?”","1767978659128","1"
"visit to Madame Danglars on his way to his office, his _coupé_ did not","1767978659128","1"
"Albert was accompanied by Lucien Debray, who, joining in his friend’s","1767978659128","1"
"exception of the story of the diamond, which certainly did wear an air","1767978659128","1"
"“How can I?”","1767978659128","1"
"“I? What an idea! I, who am going to give you another piece of good","1767978659128","1"
"which I intended to carry off Valentine to my sister’s house, to marry","1767978659128","1"
"the head, he continued, “Haydée is very courageous, and she sometimes","1767978659128","1"
"“Are you the first that this hand has stricken? Have you not seen M. de","1767978659128","1"
"that you will not inconvenience me in any way. Make use of it, I pray","1767978659128","1"
"perfect indifference you manifested as to the turn events might take.”","1767978659128","1"
"to lose her grandfather’s fortune, I do not think that M. d’Épinay will","1767978659128","1"
"place where the coaches stop. There is an excellent tavern at","1767978659128","1"
"doubtless—becomes her admirably.”","1767978659128","1"
"indispensable, were they?”","1767978659128","1"
"“He entered the marshal’s apartment while I was there.”","1767978659128","1"
"simply owing to chance, and I have profited by that chance, like a good","1767978659128","1"
"to it, my dear Monsieur Danglars. Do you want money? Do you wish me to","1767978659128","1"
"he.”","1767978659128","1"
"“I was once very fond of it, but I do not indulge now.”","1767978659128","1"
"“Has your bed been moved since you have been a prisoner?”","1767978659128","1"
"“Exactly so. Now, as I have never known any Sinbad, with the exception","1767978659128","1"
"singular clause of the only will that had been found, had caused it to","1767978659128","1"
"“_Ma foi_, my dear sir,” replied Franz, “make no apologies. I have","1767978659128","1"
"harbor.","1767978659128","1"
"third biscuit.","1767978659128","1"
"under that name in the Parisian world. As to your rank, an annual","1767978659128","1"
